iter	MultiClass
1563	0.6710630689
1564	0.6709156489
1565	0.6706418822
1566	0.6703566403
1567	0.6700020427
1568	0.6697356641
1569	0.6694914501
1570	0.6692521002
1571	0.6689926595
1572	0.6688369098
1573	0.668632104
1574	0.6684840504
1575	0.6683331156
1576	0.6681043416
1577	0.6678569937
1578	0.6675809088
1579	0.6673756241
1580	0.6670575393
1581	0.6667769587
1582	0.6664445051
1583	0.6661892854
1584	0.6660077682
1585	0.6658053364
1586	0.6655946134
1587	0.6654107455
1588	0.6652451387
1589	0.6650551615
1590	0.6648573883
1591	0.6646053216
1592	0.664371574
1593	0.6641339101
1594	0.66388665
1595	0.6635639566
1596	0.663359764
1597	0.6632796447
1598	0.6629540834
1599	0.662756331
1600	0.6625443744
1601	0.6622416961
1602	0.662163599
1603	0.6619528084
1604	0.6616945334
1605	0.6614349794
1606	0.6612710003
1607	0.66106256
1608	0.6608881664
1609	0.6606454305
1610	0.6602725491
1611	0.6599895474
1612	0.6596812922
1613	0.6593717396
1614	0.6591972049
1615	0.6591137804
1616	0.6589384777
1617	0.6586931388
1618	0.6585072312
1619	0.6583772659
1620	0.6583052969
1621	0.6581404752
1622	0.657999118
1623	0.6577880429
1624	0.6576061048
1625	0.6573500488
1626	0.6571577504
1627	0.6569449333
1628	0.6567457452
1629	0.6565977885
1630	0.6564380771
1631	0.6563151576
1632	0.6561497152
1633	0.6559990328
1634	0.6557915968
1635	0.6556524018
1636	0.6554462289
1637	0.6551478283
1638	0.6550747051
1639	0.6549647712
1640	0.6547107349
1641	0.6544969519
1642	0.6541552
1643	0.6540284951
1644	0.6538730898
1645	0.6536201985
1646	0.6534389967
1647	0.6531297393
1648	0.6529536182
1649	0.6527186971
1650	0.6525522033
1651	0.6524059526
1652	0.6521151968
1653	0.6518543742
1654	0.6517539162
1655	0.651568755
1656	0.6514144596
1657	0.6511631726
1658	0.6509974732
1659	0.650668356
1660	0.6504518383
1661	0.6502934019
1662	0.6501781306
1663	0.6498634781
1664	0.6495601616
1665	0.6493888721
1666	0.6491950777
1667	0.6490179585
1668	0.6488692252
1669	0.6485953172
1670	0.6482655717
1671	0.648075861
1672	0.6478022034
1673	0.6475811864
1674	0.647433801
1675	0.6472630079
1676	0.6470691012
1677	0.6468809741
1678	0.6466692834
1679	0.6465172522
1680	0.646249814
1681	0.646078563
1682	0.6458128599
1683	0.645530064
1684	0.6452699041
1685	0.6450563267
1686	0.644749525
1687	0.6446716979
1688	0.6444906
1689	0.6443734041
1690	0.6442694659
1691	0.6439721952
1692	0.6438652366
1693	0.6437481161
1694	0.6435103104
1695	0.6432605038
1696	0.6429980885
1697	0.6427738368
1698	0.6424312388
1699	0.6422681922
1700	0.6421111534
1701	0.641873677
1702	0.6416121215
1703	0.6414580783
1704	0.6412052232
1705	0.6409737187
1706	0.6407810296
1707	0.6405586257
1708	0.6402797952
1709	0.6400449055
1710	0.6397494819
1711	0.6395670287
1712	0.6393506274
1713	0.6390299354
1714	0.6389240213
1715	0.638865404
1716	0.6387534895
1717	0.6385253542
1718	0.6382948971
1719	0.6381355358
1720	0.6380234754
1721	0.6378034487
1722	0.6375886891
1723	0.6373734283
1724	0.6370276033
1725	0.6366978183
1726	0.6365008573
1727	0.6362859323
1728	0.6361260746
1729	0.6359109406
1730	0.6357166399
1731	0.6355827857
1732	0.6353541267
1733	0.6351453362
1734	0.6349620605
1735	0.6347033638
1736	0.6345296036
1737	0.6343823403
1738	0.6341904917
1739	0.6339100553
1740	0.6336377469
1741	0.6334402879
1742	0.6332373034
1743	0.6331397986
1744	0.6329342842
1745	0.6327641609
1746	0.6325593414
1747	0.6323184354
1748	0.6319996819
1749	0.6316892563
